,fold,mag,grp,path,label,label_int,filename
30,1,200,train,BreaKHis_v2/histology_slides/breast/benign/SOB/adenosis/SOB_B_A_14-22549AB/200X/SOB_B_A-14-22549AB-200-001.png,benign,0,SOB_B_A-14-22549AB-200-001.png
31,1,200,train,BreaKHis_v2/histology_slides/breast/benign/SOB/adenosis/SOB_B_A_14-22549AB/200X/SOB_B_A-14-22549AB-200-002.png,benign,0,SOB_B_A-14-22549AB-200-002.png
32,1,200,train,BreaKHis_v2/histology_slides/breast/benign/SOB/adenosis/SOB_B_A_14-22549AB/200X/SOB_B_A-14-22549AB-200-003.png,benign,0,SOB_B_A-14-22549AB-200-003.png
33,1,200,train,BreaKHis_v2/histology_slides/breast/benign/SOB/adenosis/SOB_B_A_14-22549AB/200X/SOB_B_A-14-22549AB-200-004.png,benign,0,SOB_B_A-14-22549AB-200-004.png
34,1,200,train,BreaKHis_v2/histology_slides/breast/benign/SOB/adenosis/SOB_B_A_14-22549AB/200X/SOB_B_A-14-22549AB-200-005.png,benign,0,SOB_B_A-14-22549AB-200-005.png
35,1,200,train,BreaKHis_v2/histology_slides/breast/benign/SOB/adenosis/SOB_B_A_14-22549AB/200X/SOB_B_A-14-22549AB-200-006.png,benign,0,SOB_B_A-14-22549AB-200-006.png
36,1,200,train,BreaKHis_v2/histology_slides/breast/benign/SOB/adenosis/SOB_B_A_14-22549AB/200X/SOB_B_A-14-22549AB-200-007.png,benign,0,SOB_B_A-14-22549AB-200-007.png
37,1,200,train,BreaKHis_v2/histology_slides/breast/benign/SOB/adenosis/SOB_B_A_14-22549AB/200X/SOB_B_A-14-22549AB-200-008.png,benign,0,SOB_B_A-14-22549AB-200-008.png
38,1,200,train,BreaKHis_v2/histology_slides/breast/benign/SOB/adenosis/SOB_B_A_14-22549AB/200X/SOB_B_A-14-22549AB-200-009.png,benign,0,SOB_B_A-14-22549AB-200-009.png
39,1,200,train,BreaKHis_v2/histology_slides/breast/benign/SOB/adenosis/SOB_B_A_14-22549AB/200X/SOB_B_A-14-22549AB-200-010.png,benign,0,SOB_B_A-14-22549AB-200-010.png
40,1,200,train,BreaKHis_v2/histology_slides/breast/benign/SOB/adenosis/SOB_B_A_14-22549AB/200X/SOB_B_A-14-22549AB-200-011.png,benign,0,SOB_B_A-14-22549AB-200-011.png
41,1,200,train,BreaKHis_v2/histology_slides/breast/benign/SOB/adenosis/SOB_B_A_14-22549AB/200X/SOB_B_A-14-22549AB-200-012.png,benign,0,SOB_B_A-14-22549AB-200-012.png
42,1,200,train,BreaKHis_v2/histology_slides/breast/benign/SOB/adenosis/SOB_B_A_14-22549AB/200X/SOB_B_A-14-22549AB-200-013.png,benign,0,SOB_B_A-14-22549AB-200-013.png
43,1,200,train,BreaKHis_v2/histology_slides/breast/benign/SOB/adenosis/SOB_B_A_14-22549AB/200X/SOB_B_A-14-22549AB-200-014.png,benign,0,SOB_B_A-14-22549AB-200-014.png
44,1,200,train,BreaKHis_v2/histology_slides/breast/benign/SOB/adenosis/SOB_B_A_14-22549AB/200X/SOB_B_A-14-22549AB-200-015.png,benign,0,SOB_B_A-14-22549AB-200-015.png
45,1,200,train,BreaKHis_v2/histology_slides/breast/benign/SOB/adenosis/SOB_B_A_14-22549AB/200X/SOB_B_A-14-22549AB-200-016.png,benign,0,SOB_B_A-14-22549AB-200-016.png
46,1,200,train,BreaKHis_v2/histology_slides/breast/benign/SOB/adenosis/SOB_B_A_14-22549AB/200X/SOB_B_A-14-22549AB-200-017.png,benign,0,SOB_B_A-14-22549AB-200-017.png
47,1,200,train,BreaKHis_v2/histology_slides/breast/benign/SOB/adenosis/SOB_B_A_14-22549AB/200X/SOB_B_A-14-22549AB-200-018.png,benign,0,SOB_B_A-14-22549AB-200-018.png
48,1,200,train,BreaKHis_v2/histology_slides/breast/benign/SOB/adenosis/SOB_B_A_14-22549AB/200X/SOB_B_A-14-22549AB-200-019.png,benign,0,SOB_B_A-14-22549AB-200-019.png
